fold,model,rmse,year1_rmse,year2_rmse
dev_2017_2018,trees_150,1.8388637679649824,1.7645753146957448,1.9102653933511853
dev_2017_2018,half_trees_half_prior,1.8321251561019856,1.7621415610802424,1.8995321250131931
dev_2019_2020,trees_150,1.815349702007239,1.7788719250028586,1.8511087908581085
dev_2019_2020,half_trees_half_prior,1.8092360739933993,1.7707748460647383,1.8468965286183467
